서울시 기준일,서울시 확진자,서울시 추가 확진,서울시 치료중,서울시 퇴원,서울시 추가 퇴원,서울시 사망,서울시 의심환자 전체,서울시 의심환자 검사중,서울시 의심환자 검사결과(음성),전국 기준일,전국 확진,전국 추가 확진,전국 치료중,전국 퇴원,전국 사망,전국 의심환자 전체,전국 의심환자 검사중,전국 의심환자 검사결과(음성),자가격리자 해외입국자 감시중,자가격리자 해외입국자 감시해제,자가격리자 접촉자 감시중,자가격리자 접촉자 감시해제,확인중 확진자,서울시 당일사망자,전국 당일 사망자
2021031000,29419,138,2901,26120,151,398,,,,2021031000,93733,470,7773,84312,1648,,,,,,,,0,,
2021030900,29281,102,2916,25969,174,396,,,,2021030900,93263,446,7718,83900,1645,,,,,,,,0,,
2021030800,29179,100,2988,25795,87,396,,,,2021030800,92817,346,7701,83474,1642,,,,,,,,0,,
2021030700,29079,132,2977,25708,80,394,,,,2021030700,92471,416,7617,83220,1634,,,,,,,,0,,
2021030600,28947,128,2926,25628,82,393,,,,2021030600,92055,418,7510,82913,1632,,,,,,,,0,,
2021030500,28820,129,2883,25546,127,391,,,,2021030500,91638,398,7451,82560,1627,,,,,,,,0,,
2021030400,28691,118,2884,25419,168,388,,,,2021030400,91240,424,7459,82162,1619,,,,,,,,0,,
2021030300,28573,119,2937,25251,99,385,,,,2021030300,90816,444,7504,81700,1612,,,,,,,,0,,
2021030200,28454,122,2921,25152,65,381,,,,2021030200,90372,344,7428,81338,1606,,,,,,,,0,,
2021030100,28332,92,2864,25087,70,381,,,,2021030100,90029,355,7354,81070,1605,,,,,,,,0,,
2021022800,28240,120,2843,25017,71,380,,,,2021022800,89676,356,7376,80697,1603,,,,,,,,0,,
2021022700,28120,131,2796,24946,138,378,,,,2021022700,89321,415,7393,80333,1595,,,,,,,,0,,
2021022600,27989,132,2806,24808,156,375,,,,2021022600,88922,406,7457,79880,1585,,,,,,,,0,,
2021022500,27857,122,2832,24652,203,373,,,,2021022500,88516,396,7448,79487,1581,,,,,,,,0,,
2021022400,27735,144,2914,24449,474,372,,,,2021022400,88120,440,7494,79050,1576,,,,,,,,0,,
2021022300,27592,126,3246,23975,270,371,,,,2021022300,87681,357,7714,78394,1573,,,,,,,,0,,
2021022200,27466,106,3392,23705,152,369,,,,2021022200,87324,332,7875,77887,1562,,,,,,,,0,,
2021022100,27360,130,3442,23553,154,365,,,,2021022100,86992,416,7919,77516,1557,,,,,,,,0,,
2021022000,27230,123,3466,23399,321,365,,,,2021022000,86574,446,7938,77083,1553,,,,,,,,0,,
2021021900,27107,180,3665,23078,391,364,,,,2021021900,86128,561,8065,76513,1550,,,,,,,,0,,
2021021800,26927,185,3878,22687,257,362,,,,2021021800,85567,621,8127,75896,1544,,,,,,,,0,,
2021021700,26742,258,3952,22430,398,360,,,,2021021700,84946,621,8048,75360,1538,,,,,,,,0,,
2021021600,26484,161,4093,22032,145,359,,,,2021021600,84325,457,8240,74551,1534,,,,,,,,0,,
2021021500,26324,151,4081,21887,72,356,,,,2021021500,83869,344,8548,73794,1527,,,,,,,,0,,
2021021400,26173,152,4003,21815,89,355,,,,2021021400,83525,326,8444,73559,1522,,,,,,,,0,,
2021021300,26021,136,3943,21726,78,352,,,,2021021300,83199,362,8458,73227,1514,,,,,,,,0,,
2021021200,25885,158,3886,21648,100,351,,,,2021021200,82837,403,8394,72936,1507,,,,,,,,0,,
2021021100,25727,183,3832,21548,71,347,,,,2021021100,82434,504,8300,72638,1496,,,,,,,,0,,
2021021000,25544,175,3724,21477,159,343,,,,2021021000,81930,444,8218,72226,1486,,,,,,,,0,,
2021020900,25369,90,3710,21318,133,341,,,,2021020900,81487,303,8329,71676,1482,,,,,,,,0,,
2021020800,25279,112,3755,21185,93,339,,,,2021020800,81190,289,8498,71218,1474,,,,,,,,0,,
2021020700,25167,144,3737,21092,83,338,,,,2021020700,80896,372,8560,70865,1471,,,,,,,,0,,
2021020600,25023,143,3681,21009,98,333,,,,2021020600,80524,393,8555,70505,1464,,,,,,,,0,,
2021020500,24880,126,3637,20911,140,332,,,,2021020500,80131,370,8555,70117,1459,,,,,,,,0,,
2021020400,24755,172,3655,20771,78,329,,,,2021020400,79762,451,8610,69704,1448,,,,,,,,0,,
2021020300,24583,188,3563,20693,208,327,,,,2021020300,79311,467,8571,69299,1441,,,,,,,,0,,
2021020200,24395,128,3584,20485,155,326,,,,2021020200,78844,336,8634,68775,1435,,,,,,,,0,,
2021020100,24267,107,3612,20330,242,325,,,,2021020100,78508,305,8774,68309,1425,,,,,,,,0,,
2021013100,24162,101,3750,20088,494,324,,,,2021013100,78205,355,8907,67878,1420,,,,,,,,0,,
2021013000,24061,154,4144,19594,108,323,,,,2021013000,77850,458,9315,67121,1414,,,,,,,,0,,
2021012900,23908,112,4105,19486,157,317,,,,2021012900,77395,469,9493,66503,1399,,,,,,,,0,,
2021012800,23797,105,4157,19329,171,311,,,,2021012800,76926,497,9524,66016,1386,,,,,,,,0,,
2021012700,23692,129,4227,19158,130,307,,,,2021012700,76429,559,9573,65478,1378,,,,,,,,0,,
2021012600,23563,104,4231,19028,402,304,,,,2021012600,75875,354,9711,64793,1371,,,,,,,,0,,
2021012500,23459,102,4532,18626,172,301,,,,2021012500,75521,437,11205,62956,1360,,,,,,,,0,,
2021012400,23357,133,4606,18454,160,297,,,,2021012400,75084,392,11205,62530,1349,,,,,,,,0,,
2021012300,23224,127,4636,18294,138,294,,,,2021012300,74692,431,11311,62044,1337,,,,,,,,0,,
2021012200,23097,115,4651,18156,169,290,,,,2021012200,74262,346,11519,61415,1328,,,,,,,,0,,
2021012100,22984,125,4712,17987,225,285,,,,2021012100,73918,401,11756,60846,1316,,,,,,,,0,,
2021012000,22859,143,4818,17762,275,279,,,,2021012000,73518,404,12038,60180,1300,,,,,,,,0,,
2021011900,22717,101,4953,17487,276,277,,,,2021011900,73115,386,12364,59468,1283,,,,,,,,0,,
2021011800,22616,132,5134,17211,118,271,,,,2021011800,72729,389,12742,58723,1264,,,,,,,,0,,
2021011700,22484,145,5126,17093,208,265,,,,2021011700,72340,520,12838,58253,1249,,,,,,,,0,,
2021011600,22339,156,5192,16885,367,262,,,,2021011600,71820,580,13030,57554,1236,,,,,,,,0,,
2021011500,22183,127,5411,16518,214,254,,,,2021011500,71241,513,13488,56536,1217,,,,,,,,0,,
2021011400,22056,134,5500,16304,217,252,,,,2021011400,70728,524,13761,55772,1195,,,,,,,,0,,
2021011300,21922,152,5585,16087,149,250,,,,2021011300,70212,562,14391,54636,1185,,,,,,,,0,,
2021011200,21771,167,5585,15938,404,248,,,,2021011200,69651,537,14917,53569,1165,,,,,,,,0,,
2021011100,21604,141,5832,15534,1734,238,,,,2021011100,69114,451,15422,52552,1140,,,,,,,,0,,
2021011000,21463,187,7433,13800,541,230,,,,2021011000,68664,665,17130,50409,1125,,,,,,,,0,,
2021010900,21276,188,7794,13259,454,223,,,,2021010900,67999,641,17575,49324,1100,,,,,,,,0,,
2021010800,21088,191,8060,12805,262,223,,,,2021010800,67358,674,17908,48369,1081,,,,,,,,0,,
2021010700,20899,298,8143,12543,114,213,,,,2021010700,66686,870,17991,47649,1046,,,,,,,,0,,
2021010600,20602,264,7966,12429,334,207,,,,2021010600,65818,840,17796,46995,1027,,,,,,,,0,,
2021010500,20338,199,8039,12095,374,204,,,,2021010500,64979,715,17800,46172,1007,,,,,,,,0,,
2021010400,20138,329,8224,11721,200,193,,,,2021010400,64264,1020,18043,45240,981,,,,,,,,0,,
2021010300,19809,197,8099,11521,669,189,,,,2021010300,63244,657,17775,44507,962,,,,,,,,0,,
2021010200,19614,251,8576,10852,65,186,,,,2021010200,62593,824,18073,43578,942,,,,,,,,0,,
2021010100,19363,359,8394,10787,346,182,,,,2021010100,61769,1029,17899,42953,917,,,,,,,,0,,
2020123100,19004,366,8386,10441,316,177,,,,2020123100,60740,967,17569,42271,900,,,,,,,,0,,
2020123000,18638,387,8341,10125,115,172,,,,2020123000,59773,1050,17459,41435,879,,,,,,,,0,,
2020122900,18253,523,8076,10010,399,167,,,,2020122900,58725,1046,17163,40703,859,,,,,,,,0,,
2020122800,17731,301,7961,9611,22,159,,,,2020122800,57680,808,17593,39268,819,,,,,,,,0,,
2020122700,17430,362,7684,9589,109,157,,,,2020122700,56872,970,17024,39040,808,,,,,,,,0,,
2020122600,17068,466,7433,9480,160,155,,,,2020122600,55902,1132,16577,38532,793,,,,,,,,0,,
2020122500,16602,552,7134,9320,149,148,,,,2020122500,54770,1216,15949,38048,773,,,,,,,,0,,
2020122400,16050,319,6732,9171,307,147,,,,2020122400,53533,985,15352,37425,756,,,,,,,,0,,
2020122300,15732,376,6723,8864,302,145,,,,2020122300,52550,1092,15085,36726,739,,,,,,,,0,,
2020122200,15356,317,6650,8562,192,144,,,,2020122200,51460,869,14810,35928,722,,,,,,,,0,,
2020122100,15039,328,6533,8370,150,136,,,,2020122100,50591,926,14738,35155,698,,,,,,,,0,,
2020122000,14711,473,6361,8220,189,130,,,,2020122000,49665,1097,14269,34722,674,,,,,,,,0,,
2020121900,14240,384,6081,8031,35,128,,,,2020121900,48570,1053,13577,34334,659,,,,,,,,0,,
2020121800,13856,398,5734,7996,75,126,,,,2020121800,47515,1062,12888,33982,645,,,,,,,,0,,
2020121700,13458,423,5412,7921,231,125,,,,2020121700,46453,1014,12209,33610,634,,,,,,,,0,,
2020121600,13035,378,5225,7690,26,120,,,,2020121600,45442,1078,11883,32947,612,,,,,,,,0,,
2020121500,12657,251,4878,7664,91,115,,,,2020121500,44364,880,11205,32559,600,,,,,,,,0,,
2020121400,12406,219,4721,7573,34,112,,,,2020121400,43484,718,10795,32102,587,,,,,,,,0,,
2020121300,12187,399,4588,7490,34,109,,,,2020121300,42766,1030,10372,31814,580,,,,,,,,0,,
2020121200,11788,362,4223,7456,25,109,,,,2020121200,41736,950,9665,31493,578,,,,,,,,0,,
2020121100,11426,252,3889,7431,145,106,,,,2020121100,40786,689,9057,31157,572,,,,,,,,0,,
2020121000,11175,251,3784,7286,69,105,,,,2020121000,40098,682,8897,30637,564,,,,,,,,0,,
2020120900,10932,270,3610,7217,188,105,,,,2020120900,39432,686,8699,30177,556,,,,,,,,0,,
2020120800,10663,214,3530,7029,77,104,,,,2020120800,38755,594,8553,29650,552,,,,,,,,0,,
2020120700,10449,244,3395,6952,32,102,,,,2020120700,38161,615,8311,29301,549,,,,,,,,0,,
2020120600,10205,254,3184,6920,33,101,,,,2020120600,37546,631,7873,29128,545,,,,,,,,0,,
2020120500,9951,235,2964,6887,113,100,,,,2020120500,36915,583,7458,28917,540,,,,,,,,0,,
2020120400,9716,295,2845,6774,55,97,,,,2020120400,36332,629,7185,28611,536,,,,,,,,0,,
2020120300,9421,262,2607,6719,94,95,,,,2020120300,35703,540,6822,28352,529,,,,,,,,0,,
2020120200,9159,193,2441,6625,5,93,,,,2020120200,35163,511,6572,28065,526,,,,,,,,0,,
2020120100,8966,155,2253,6620,86,93,,,,2020120100,34652,451,6241,27885,526,,,,,,,,0,,
2020113000,8811,159,2184,6534,5,93,,,,2020113000,34201,438,6022,27653,526,,,,,,,,0,,
2020112900,8652,158,2031,6529,56,92,,,,2020112900,33824,450,5759,27542,523,,,,,,,,0,,
2020112800,8494,178,1948,6455,91,91,,,,2020112800,33375,504,5504,27349,522,,,,,,,,0,,
2020112700,8317,204,1865,6364,64,88,,,,2020112700,32887,569,5268,27103,516,,,,,,,,0,,
2020112600,8113,213,1725,6300,42,88,,,,2020112600,32318,583,4853,26950,515,,,,,,,,0,,
2020112500,7900,142,1555,6258,23,87,,,,2020112500,31735,382,4397,26825,513,,,,,,,,0,,
2020112400,7758,133,1436,6235,63,87,,,,2020112400,31353,349,4121,26722,510,,,,,,,,0,,
2020112300,7625,112,1367,6172,1,86,,,,2020112300,31004,271,3956,26539,509,,,,,,,,0,,
2020112200,7513,121,1257,6171,35,85,,,,2020112200,30733,330,3762,26466,505,,,,,,,,0,,
2020112100,7392,156,1171,6136,27,85,,,,2020112100,30403,386,3535,26365,503,,,,,,,,0,,
2020112000,7236,132,1043,6109,97,84,,,,2020112000,30017,363,3253,26263,501,,,,,,,,0,,
2020111900,7104,109,1009,6012,44,83,,,,2020111900,29654,343,3058,26098,498,,,,,,,,0,,
2020111800,6995,92,945,5968,45,82,,,,2020111800,29311,313,2842,25973,496,,,,,,,,0,,
2020111700,6903,90,899,5923,38,81,,,,2020111700,28998,230,2644,25860,494,,,,,,,,0,,
2020111600,6814,81,848,5885,11,81,,,,2020111600,28769,223,2516,25759,494,,,,,,,,0,,
2020111500,6733,85,778,5874,21,81,,,,2020111500,28546,208,2362,25691,493,,,,,,,,0,,
2020111400,6648,69,715,5853,28,80,,,,2020111400,28338,205,2210,25636,492,,,,,,,,0,,
2020111300,6579,74,674,5826,50,79,,,,2020111300,28133,191,2108,25537,488,,,,,,,,0,,
2020111200,6505,53,650,5776,41,79,,,,2020111200,27942,143,2051,25404,487,,,,,,,,0,,
2020111100,6452,45,638,5735,32,79,,,,2020111100,27799,146,2046,25266,487,,,,,,,,0,,
2020111000,6407,35,625,5703,30,79,,,,2020111000,27653,100,2008,25160,485,,,,,,,,0,,
2020110900,6372,46,621,5673,23,78,,,,2020110900,27553,126,2044,25029,480,,,,,,,,0,,
2020110800,6326,54,598,5650,11,78,,,,2020110800,27427,143,1981,24968,478,,,,,,,,0,,
2020110700,6272,37,555,5639,12,78,,,,2020110700,27284,89,1897,24910,477,,,,,,,,0,,
2020110600,6235,40,530,5627,21,78,,,,2020110600,27195,145,1898,24821,476,,,,,,,,0,,
2020110500,6195,50,511,5606,34,78,,,,2020110500,27050,125,1840,24735,475,,,,,,,,0,,
2020110400,6145,42,495,5572,27,78,,,,2020110400,26925,118,1835,24616,474,,,,,,,,0,,
2020110300,6103,22,480,5545,45,78,,,,2020110300,26807,75,1825,24510,472,,,,,,,,0,,
2020110200,6081,25,503,5500,4,78,,,,2020110200,26732,97,1869,24395,468,,,,,,,,0,,
2020110100,6056,45,482,5496,1,78,,,,2020110100,26635,124,1812,24357,466,,,,,,,,0,,
2020103100,6011,52,438,5495,20,78,,,,2020103100,26511,127,1736,24311,464,,,,,,,,0,,
2020103000,5960,48,407,5475,13,78,,,,2020103000,26385,114,1695,24227,463,,,,,,,,0,,
2020102900,5912,36,372,5462,28,78,,,,2020102900,26271,125,1641,24168,462,,,,,,,,0,,
2020102800,5876,25,365,5434,40,77,,,,2020102800,26146,103,1612,24073,461,,,,,,,,0,,
2020102700,5851,24,381,5394,18,76,,,,2020102700,26043,88,1602,23981,460,,,,,,,,0,,
2020102600,5827,20,385,5368,18,74,,,,2020102600,25955,119,1593,23905,457,,,,,,,,0,,
2020102500,5807,17,383,5350,0,74,,,,2020102500,25836,61,1510,23869,457,,,,,,,,0,,
2020102400,5790,22,366,5350,46,74,,,,2020102400,25775,77,1484,23834,457,,,,,,,,0,,
2020102300,5768,20,390,5304,21,74,,,,2020102300,25698,155,1526,23717,455,,,,,,,,0,,
2020102200,5748,18,391,5283,15,74,,,,2020102200,25543,121,1443,23647,453,,,,,,,,0,,
2020102100,5730,17,391,5268,51,71,,,,2020102100,25424,91,1390,23584,450,,,,,,,,0,,
2020102000,5713,11,427,5217,56,69,,,,2020102000,25333,58,1420,23466,447,,,,,,,,0,,
2020101900,5702,14,472,5161,29,69,,,,2020101900,25275,76,1463,23368,444,,,,,,,,0,,
2020101800,5688,20,487,5132,13,69,,,,2020101800,25199,91,1443,23312,444,,,,,,,,0,,
2020101700,5668,18,481,5119,29,68,,,,2020101700,25108,73,1407,23258,443,,,,,,,,0,,
2020101600,5650,18,492,5091,36,67,,,,2020101600,25035,47,1414,23180,441,,,,,,,,0,,
2020101500,5632,25,511,5055,5,66,,,,2020101500,24988,110,1467,23082,439,,,,,,,,0,,
2020101400,5607,23,491,5050,85,66,,,,2020101400,24889,84,1421,23030,438,,,,,,,,0,,
2020101300,5584,20,554,4965,71,65,,,,2020101300,24805,102,1508,22863,434,,,,,,,,0,,
2020101200,5564,31,606,4894,16,64,,,,2020101200,24703,97,1541,22729,433,,,,,,,,0,,
2020101100,5533,23,591,4878,31,64,,,,2020101100,24606,58,1481,22693,432,,,,,,,,0,,
2020101000,5510,25,600,4847,1,63,,,,2020101000,24548,72,1494,22624,430,,,,,,,,0,,
2020100900,5485,22,577,4846,37,62,,,,2020100900,24476,54,1479,22569,428,,,,,,,,0,,
2020100800,5463,20,592,4809,73,62,,,,2020100800,24422,69,1532,22463,427,,,,,,,,0,,
2020100700,5443,33,646,4736,152,61,,,,2020100700,24353,114,1594,22334,425,,,,,,,,0,,
2020100600,5410,15,765,4584,109,61,,,,2020100600,24239,75,1734,22083,422,,,,,,,,0,,
2020100500,5395,19,859,4475,9,61,,,,2020100500,24164,73,1856,21886,422,,,,,,,,0,,
2020100400,5376,16,850,4466,10,60,,,,2020100400,24091,64,1825,21845,421,,,,,,,,0,,
2020100300,5360,26,845,4456,11,59,,,,2020100300,24027,75,1820,21787,420,,,,,,,,0,,
2020100200,5334,11,832,4445,12,57,,,,2020100200,23952,63,1803,21733,416,,,,,,,,0,,
2020100100,5323,30,833,4433,18,57,,,,2020100100,23889,77,1808,21666,415,,,,,,,,0,,
2020093000,5293,51,822,4415,14,56,,,,2020093000,23812,113,1809,21590,413,,,,,,,,0,,
2020092900,5242,11,787,4401,75,54,,,,2020092900,23699,38,1822,21470,407,,,,,,,,0,,
2020092800,5231,19,847,4330,4,54,,,,2020092800,23661,50,1963,21292,406,,,,,,,,0,,
2020092700,5212,34,833,4326,10,53,,,,2020092700,23611,95,1962,21248,401,,,,,,,,0,,
2020092600,5178,26,809,4316,89,53,,,,2020092600,23516,61,1451,21666,399,,,,,,,,0,,
2020092500,5152,57,872,4228,55,52,,,,2020092500,23455,114,2082,20978,395,,,,,,,,0,,
2020092400,5095,39,872,4173,63,50,,,,2020092400,23341,125,2116,20832,393,,,,,,,,0,,
2020092300,5056,40,897,4110,76,49,,,,2020092300,23216,110,2178,20650,388,,,,,,,,0,,
2020092200,5016,21,933,4034,49,49,,,,2020092200,23106,61,2277,20441,388,,,,,,,,0,,
2020092100,4995,23,962,3985,24,48,,,,2020092100,23045,70,2412,20248,385,,,,,,,,0,,
2020092000,4972,28,964,3961,73,47,,,,2020092000,22975,82,2434,20158,383,,,,,,,,0,,
2020091900,4944,40,1010,3888,47,46,,,,2020091900,22893,110,2545,19970,378,,,,,,,,0,,
2020091800,4904,46,1017,3841,93,46,,,,2020091800,22783,126,2635,19771,377,,,,,,,,0,,
2020091700,4857,63,1066,3748,54,43,,,,2020091700,22657,153,2742,19543,372,,,,,,,,0,,
2020091600,4794,51,1058,3694,201,42,,,,2020091600,22504,113,2827,19310,367,,,,,,,,0,,
2020091500,4743,32,1208,3493,217,42,,,,2020091500,22391,106,3146,18878,367,,,,,,,,0,,
2020091400,4711,41,1395,3276,164,40,,,,2020091400,22285,109,3433,18489,363,,,,,,,,0,,
2020091300,4670,31,1520,3112,41,38,,,,2020091300,22176,121,3592,18226,358,,,,,,,,0,,
2020091200,4639,50,1533,3071,234,35,,,,2020091200,22055,136,3671,18029,355,,,,,,,,0,,
2020091100,4589,63,1718,2837,75,34,,,,2020091100,21919,176,3953,17616,350,,,,,,,,0,,
2020091000,4526,48,1732,2762,119,32,,,,2020091000,21743,155,4037,17360,346,,,,,,,,0,,
2020090900,4478,49,1803,2643,206,32,,,,2020090900,21588,156,4221,17023,344,,,,,,,,0,,
2020090800,4429,67,1960,2437,171,32,,,,2020090800,21432,136,4455,16636,341,,,,,,,,0,,
2020090700,4362,48,2068,2266,41,28,,,,2020090700,21296,119,4663,16297,336,,,,,,,,0,,
2020090600,4314,63,2063,2225,5,26,,,,2020090600,21177,167,4697,16146,334,,,,,,,,0,,
2020090500,4251,51,2006,2220,45,25,,,,2020090500,21010,168,4668,16009,333,,,,,,,,0,,
2020090400,4201,68,2001,2176,65,24,,,,2020090400,20842,198,4728,15783,331,,,,,,,,0,,
2020090300,4131,69,1996,2111,63,24,,,,2020090300,20644,195,4786,15529,329,,,,,,,,0,,
2020090200,4062,101,1990,2048,47,24,,,,2020090200,20449,267,4767,15356,326,,,,,,,,0,,
2020090100,3961,94,1937,2001,112,23,,,,2020090100,20182,235,4660,15198,324,,,,,,,,0,,
2020083100,3867,94,1945,1899,11,23,,,,2020083100,19947,248,4650,14973,324,,,,,,,,0,,
2020083000,3773,116,1863,1888,1,22,,,,2020083000,19699,299,4473,14903,323,,,,,,,,0,,
2020082900,3657,125,1750,1887,125,20,,,,2020082900,19400,323,4314,14765,321,,,,,,,,0,,
2020082800,3532,146,1751,1762,29,19,,,,2020082800,19077,371,4210,14551,316,,,,,,,,0,,
2020082700,3386,154,1636,1733,34,17,,,,2020082700,18706,441,3932,14461,313,,,,,,,,0,,
2020082600,3232,112,1516,1699,28,17,,,,2020082600,18265,320,3585,14368,312,,,,,,,,0,,
2020082500,3120,134,1433,1671,32,16,,,,2020082500,17945,280,3349,14286,310,,,,,,,,0,,
2020082400,2986,97,1331,1639,0,16,,,,2020082400,17665,266,3137,14219,309,,,,,,,,0,,
2020082300,2889,140,1234,1639,0,16,,,,2020082300,17399,397,2890,14200,309,,,,,,,,0,,
2020082200,2749,128,1094,1639,17,16,,,,2020082200,17002,332,2524,14169,309,,,,,,,,0,,
2020082100,2621,126,983,1622,21,16,,,,2020082100,16670,324,2241,14120,309,,,,,,,,0,,
2020082000,2495,135,879,1601,13,15,,,,2020082000,16346,288,1976,14063,307,,,,,,,,0,,
2020081900,2360,151,758,1588,15,14,,,,2020081900,16058,297,1746,14006,306,,,,,,,,0,,
2020081800,2209,132,622,1573,2,14,,,,2020081800,15761,246,1521,13934,306,,,,,,,,0,,
2020081700,2077,90,493,1571,0,13,,,,2020081700,15515,197,1293,13917,305,,,,,,,,0,,
2020081600,1987,146,403,1571,0,13,,,,2020081600,15318,279,1103,13910,305,,,,,,,,0,,
2020081500,1841,74,257,1571,7,13,,,,2020081500,15039,166,833,13901,305,,,,,,,,0,,
2020081400,1767,32,190,1564,8,13,,,,2020081400,14873,103,705,13863,305,,,,,,,,0,,
2020081300,1735,26,166,1556,7,13,,,,2020081300,14770,56,648,13817,305,,,,,,,,0,,
2020081200,1709,15,147,1549,15,13,,,,2020081200,14714,54,623,13786,305,,,,,,,,0,,
2020081100,1694,6,147,1534,18,13,,,,2020081100,14660,34,626,13729,305,,,,,,,,0,,
2020081000,1688,13,159,1516,1,13,,10711,354960,2020081000,14626,28,663,13658,305,,16396,1597281,7891,97189,2294,35407,0,,
2020080900,1675,13,147,1515,1,13,364796,10606,354190,2020080900,14598,36,651,13642,305,1624650,16803,1593249,7864,96474,2159,35397,0,,
2020080800,1662,17,135,1514,12,13,363698,10414,353284,2020080800,14562,43,629,13629,304,1620514,16105,1589847,7682,95603,2080,35307,0,,
2020080700,1645,9,130,1502,15,13,362228,10391,351837,2020080700,14519,20,673,13543,303,1599133,17068,1582065,7481,95070,2192,35129,0,,
2020080600,1636,9,136,1488,13,12,360452,11135,349317,2020080600,14499,43,697,13500,302,1591988,18031,1573957,7437,94591,2264,34988,0,,
2020080500,1627,6,140,1475,12,12,358074,11202,346872,2020080500,14456,33,748,13406,302,1583731,18490,1565241,7264,94028,2225,34906,0,,
2020080400,1621,9,147,1463,14,11,355722,11017,344705,2020080400,14423,34,770,13352,301,1575357,18724,1556633,7111,93620,2246,34804,0,,
2020080300,1612,5,152,1449,7,11,354151,11027,343124,2020080300,14389,23,808,13280,301,1565368,17401,1547967,7022,92605,2227,34773,0,,
2020080200,1607,5,154,1442,8,11,353323,10917,342406,2020080200,14366,30,806,13259,301,1561880,17768,1544112,6428,91296,2422,34542,0,,
2020080100,1602,2,157,1434,10,11,352175,11066,341109,2020080100,14336,31,802,13233,301,1557494,18278,1539216,6428,91296,2422,34542,0,,
2020073100,1600,8,165,1424,7,11,350384,11185,339199,2020073100,14305,36,821,13183,301,1549491,18330,1531161,6332,90716,2528,34248,0,,
2020073000,1592,3,164,1417,7,11,347944,10991,336953,2020073000,14269,18,837,13132,300,1541946,19018,1522928,6254,90166,2503,34125,0,,
2020072900,1589,9,168,1410,10,11,345761,10862,334899,2020072900,14251,48,882,13069,300,1533056,19326,1513730,6115,89543,2367,34020,0,,
2020072800,1580,6,169,1400,16,11,343297,10820,332477,2020072800,14203,28,896,13007,300,1523501,20444,1503057,6187,89071,2428,33884,0,,
2020072700,1574,9,179,1384,1,11,341308,10753,330555,2020072700,14175,25,971,12905,299,1512799,18770,1494029,6252,73897,2492,33589,0,,
2020072600,1565,7,171,1383,2,11,340728,10660,330068,2020072600,14150,58,962,12890,298,1508776,19214,1489562,6581,73011,2546,33475,0,,
2020072500,1558,11,166,1381,13,11,339580,10455,329125,2020072500,14092,113,928,12866,298,1504542,19681,1484861,6539,86170,2453,33304,0,,
2020072400,1547,21,168,1368,7,11,337963,10377,327586,2020072400,13979,41,864,12817,298,1496348,20559,1475789,6556,85657,2405,33144,0,,
2020072300,1526,12,154,1361,15,11,335468,10169,325299,2020072300,13938,59,883,12758,297,1486916,21418,1465498,6662,85078,2371,32982,0,,
2020072200,1514,16,157,1346,6,11,332701,10317,322384,2020072200,13879,63,884,12698,297,1478192,21751,1456441,6886,84287,2286,32818,0,,
2020072100,1498,21,148,1340,18,10,330790,10389,320401,2020072100,13816,45,877,12643,296,1468574,23864,1444710,7071,83685,2457,32407,0,,
2020072000,1477,3,145,1322,2,10,329326,10416,318910,2020072000,13771,26,903,12572,296,1456422,21302,1435120,6942,82817,2429,32393,0,,
2020071900,1474,10,144,1320,2,10,328725,10468,318257,2020071900,13745,34,894,12556,295,1451554,21953,1429601,7182,81950,2522,32214,0,,
2020071800,1464,6,137,1318,18,9,327723,10206,317517,2020071800,13711,60,898,12519,294,1446493,22923,1423570,7280,80969,2552,31978,0,,
2020071700,1458,9,149,1300,14,9,325153,9988,315165,2020071700,13672,60,919,12460,293,1437345,23110,1414235,7599,80074,2645,31849,0,,
2020071600,1449,7,154,1286,11,9,322919,9960,312959,2020071600,13612,61,925,12396,291,1427736,23404,1404332,7693,79430,2403,31633,0,,
2020071500,1442,6,158,1275,31,9,320342,9847,310495,2020071500,13551,39,914,12348,289,1417765,23297,1394468,7870,78632,2535,31360,0,,
2020071400,1436,7,183,1244,27,9,318146,9753,308393,2020071400,13512,33,941,12282,289,1407104,24289,1382815,7965,78068,2653,31144,0,,
2020071300,1429,13,203,1217,8,9,316183,9652,306531,2020071300,13479,62,986,12204,289,1394833,21845,1372988,7669,77341,5176,36421,0,,
2020071200,1416,7,198,1209,11,9,315405,9595,305810,2020071200,13417,44,951,12178,288,1388727,21830,1366897,7733,76618,2827,30704,0,,
2020071100,1409,8,202,1198,16,9,313457,9409,304048,2020071100,13373,35,941,12144,288,1394355,22950,1371405,7848,75667,2932,30483,0,,
2020071000,1401,8,210,1182,11,9,310940,9309,301631,2020071000,13338,45,985,12065,288,1371552,23527,1348025,7839,75175,2963,31156,0,,
2020070900,1393,8,213,1171,11,9,307608,9285,298323,2020070900,13293,50,987,12019,287,1358478,23912,1334566,7737,74707,2961,29978,0,,
2020070800,1385,10,216,1160,16,9,305590,9122,296468,2020070800,13244,63,989,11970,285,1346491,24012,1322479,7969,74116,2971,29791,0,,
2020070700,1375,3,223,1144,34,8,301998,9423,292575,2020070700,13181,44,982,11914,285,1333013,23675,1309338,7853,73639,3024,29586,0,,
2020070600,1372,3,254,1110,5,8,299905,9463,290442,2020070600,13127,48,1005,11838,284,1318659,21292,1297367,7737,72733,2962,29520,0,,
2020070500,1369,16,256,1105,2,8,299274,8363,289911,2020070500,13091,61,976,11832,283,1312961,21646,1291315,7980,71830,2925,29367,0,,
