서울시 기준일,서울시 확진자,서울시 추가 확진,서울시 치료중,서울시 퇴원,서울시 추가 퇴원,서울시 사망,서울시 의심환자 전체,서울시 의심환자 검사중,서울시 의심환자 검사결과(음성),전국 기준일,전국 확진,전국 추가 확진,전국 치료중,전국 퇴원,전국 사망,전국 의심환자 전체,전국 의심환자 검사중,전국 의심환자 검사결과(음성),자가격리자 해외입국자 감시중,자가격리자 해외입국자 감시해제,자가격리자 접촉자 감시중,자가격리자 접촉자 감시해제,확인중 확진자,서울시 당일사망자,전국 당일 사망자
2020070400,1353,7,242,1103,18,8,297201,9131,288070,2020070400,13030,63,936,11811,283,1306493,22321,1284172,7888,70929,2978,29129,0,,
2020070300,1346,12,254,1085,31,7,294510,8956,285554,2020070300,12967,63,926,11759,282,1294794,21560,1273234,7622,70320,2897,29070,0,,
2020070200,1334,13,273,1054,28,7,291561,8881,282680,2020070200,12904,54,938,11684,282,1283058,19782,1263276,7650,69656,2953,28878,0,,
2020070100,1321,9,288,1026,41,7,287875,8911,278964,2020070100,12850,51,955,11613,282,1272381,19526,1252855,7334,69179,3047,28661,0,,
2020063000,1312,7,320,985,43,7,283897,8937,274960,2020063000,12800,43,981,11537,282,1260966,20809,1240157,7343,68608,2986,28504,0,,
2020062900,1305,7,356,942,19,7,281411,8939,272472,2020062900,12757,42,1046,11429,282,1247197,18499,1228698,7346,67879,2935,28353,0,,
2020062800,1298,14,368,923,12,7,280610,8999,271611,2020062800,12715,63,1069,11364,282,1238980,19005,1219975,7372,67003,2901,28226,0,,
2020062700,1284,17,366,911,68,7,277742,8500,269242,2020062700,12653,51,1054,11317,282,1231127,19866,1211261,7446,65972,3447,27250,0,,
2020062600,1267,17,417,843,82,7,273470,8486,264984,2020062600,12602,39,1148,11172,282,1219713,18828,1200885,7582,65346,3299,27135,0,,
2020062500,1250,9,482,761,14,7,261515,8374,261515,2020062500,12563,28,1307,10974,282,1207915,18900,1189015,7763,64702,3399,26790,0,,
2020062400,1241,11,488,747,4,6,266197,8491,257706,2020062400,12535,51,1324,10930,281,1196062,20245,1175817,7789,64085,3331,26651,0,,
2020062300,1230,6,481,743,10,6,262035,8954,253081,2020062300,12484,46,1295,10908,281,1183528,22278,1161250,7989,63408,3763,26131,0,,
2020062200,1224,5,485,733,0,6,260179,8802,251377,2020062200,12438,17,1277,10881,280,1169628,19403,1150225,7832,62668,3720,26140,0,,
2020062100,1219,17,480,733,3,6,258808,8612,250196,2020062100,12421,48,1285,10856,280,1163988,20071,1143917,8117,61925,3722,25790,0,,
2020062000,1202,14,466,730,6,6,255957,8460,247497,2020062000,12373,67,1237,10856,280,1158525,21470,1137058,8300,60830,3601,25790,0,,
2020061900,1188,18,458,724,6,6,251983,8386,243597,2020061900,12306,49,1191,10835,280,1145757,21190,1124567,8456,60072,3464,25452,0,,
2020061800,1170,25,446,718,8,6,248253,8506,239747,2020061800,12257,59,1177,10800,280,1133455,21714,1111741,8831,59293,3464,25452,0,,
2020061700,1145,13,430,710,7,5,244286,8479,235807,2020061700,12198,43,1145,10774,279,1120625,21489,1099136,8977,58493,3455,25205,0,,
2020061600,1132,12,425,703,14,4,239947,8696,231251,2020061600,12155,34,1117,10760,278,1107612,22632,1084980,8933,57963,3582,24866,0,,
2020061500,1120,7,427,689,0,4,237541,8762,228779,2020061500,12121,37,1114,10730,277,1093598,20793,1072805,8966,57200,3745,24575,0,,
2020061400,1113,12,420,689,1,4,236725,8983,227742,2020061400,12085,34,1090,10718,277,1088243,21356,1066887,9054,56228,3759,24446,0,,
2020061300,1101,29,409,688,8,4,233862,8981,224881,2020061300,12051,49,1083,10691,277,1082653,23352,1059301,9011,55243,4010,23832,0,,
2020061200,1072,24,388,680,5,4,230103,9585,220518,2020061200,12003,56,1057,10669,277,1069484,24244,1045240,8795,54845,4279,23168,0,,
2020061110,1048,19,369,675,9,4,225425,9512,215913,2020061100,11947,45,1017,10654,276,1054941,25494,1029447,8868,54125,4229,22587,0,,
2020061010,1029,10,359,666,2,4,220349,9259,211090,2020061000,11902,50,1015,10611,276,1040070,26223,1013847,8698,53665,4221,22263,0,,
2020060910,1019,22,351,664,13,4,215545,9079,206466,2020060900,11852,38,989,10589,274,1024145,27459,996686,8546,53130,4451,21795,0,,
2020060810,997,18,342,651,0,4,213160,8869,204291,2020060800,11814,38,978,10563,273,1006400,24374,982026,8471,52469,4338,21737,0,,
2020060710,979,27,324,651,1,4,211327,8551,202776,2020060700,11776,57,951,10552,273,1000993,26481,974512,7923,51921,4384,21403,0,,
2020060610,952,23,298,650,5,4,209126,8521,200605,2020060600,11719,51,915,10531,273,993586,27954,965632,7708,51043,4456,20888,0,,
2020060510,929,13,280,645,1,4,205416,8572,196844,2020060500,11668,39,889,10506,273,979292,28766,950526,7481,50517,4274,20750,0,,
2020060410,916,20,268,644,5,4,200509,8797,191712,2020060400,11629,39,857,10499,273,962229,28199,934030,7281,49934,4312,20545,0,,
2020060310,896,18,253,639,1,4,196379,8793,187586,2020060300,11590,49,850,10467,273,945262,27865,917397,7022,49383,3938,20528,0,,
2020060210,878,15,236,638,11,4,192327,8627,183700,2020060200,11541,38,823,10446,272,928310,28922,899388,7040,48832,4018,20248,0,,
2020060110,863,2,232,627,0,4,188476,8533,179943,2020060100,11503,35,810,10422,271,909888,24058,885830,7068,48046,3896,20136,0,,
2020053110,861,6,230,627,0,4,187770,8707,179063,2020053100,11468,27,793,10405,270,899354,23294,876060,7229,47259,3905,19849,0,,
2020053010,855,9,224,627,4,4,184309,8267,176042,2020053000,11441,39,774,10398,269,891460,26298,865162,7159,46529,3436,19755,0,,
2020052910,846,18,219,623,2,4,180585,7754,172831,2020052900,11402,58,770,10363,269,873718,24557,849161,7203,46089,2525,19599,0,,
2020052810,828,21,203,621,3,4,177473,8024,169449,2020052800,11344,79,735,10340,269,857322,22370,834952,7433,45336,2398,19435,0,,
2020052710,807,15,185,618,4,4,173701,8721,164980,2020052700,11265,40,701,10295,269,841611,21061,820550,7425,44886,2490,19002,0,,
2020052610,792,16,174,614,7,4,170513,8805,161708,2020052600,11225,19,681,10275,269,828250,22044,806206,7381,44390,2665,18673,0,,
2020052510,776,8,165,607,3,4,168751,8850,159901,2020052500,11206,16,713,10226,267,815231,19089,796142,7600,43921,2629,18515,0,,
2020052410,768,6,160,604,0,4,168055,8892,159163,2020052400,11190,25,711,10213,266,809099,20333,788766,8170,42863,2863,18188,0,,
2020052310,762,3,154,604,5,4,165744,8598,157146,2020052300,11165,23,705,10194,266,803255,21569,781686,8178,41964,3406,17603,0,,
2020052210,759,3,156,599,3,4,162845,8409,154436,2020052200,11142,20,716,10162,264,791276,20286,770990,8182,41437,3438,17392,0,,
2020052110,756,3,156,596,4,4,159705,8385,151320,2020052100,11122,12,723,10135,264,777562,18089,759473,8221,40810,3742,16963,0,,
2020052010,753,3,157,592,5,4,155822,8265,147557,2020052000,11110,32,781,10066,263,765323,16351,748972,8157,40317,3710,16674,0,,
2020051910,750,14,159,587,8,4,152205,8590,143615,2020051900,11078,13,877,9938,263,754496,16925,737571,8269,39680,3662,16585,0,,
2020051810,736,1,153,579,4,4,148787,8667,140120,2020051800,11065,15,898,9904,263,742146,16093,726053,8142,39008,3299,16464,0,,
2020051710,735,4,156,575,1,4,147613,8437,139176,2020051700,11050,19,900,9888,262,736603,17660,718943,8307,38108,3230,16416,0,,
2020051610,731,6,153,574,5,4,143595,8241,135354,2020051600,11037,19,924,9851,262,729608,18343,711265,8477,37208,2890,16380,0,,
2020051510,725,11,152,569,5,4,138788,8297,130491,2020051500,11018,27,937,9821,260,715729,19875,695854,8734,36512,2555,16326,0,,
2020051410,714,6,146,564,6,4,133600,7612,125988,2020051400,10991,29,969,9762,260,700493,20722,679771,8619,35874,2418,16316,0,,
2020051310,708,5,147,558,5,3,129076,6821,122255,2020051300,10962,26,1008,9695,259,684958,19579,665379,8795,35251,2123,16230,0,,
2020051210,703,13,147,554,7,2,126464,6296,120168,2020051200,10936,27,1008,9670,258,669954,16330,653624,8770,34778,1608,16204,0,,
2020051110,690,21,141,547,6,2,124530,5957,118573,2020051100,10909,35,1021,9632,256,657583,10922,646661,9053,34019,1279,16147,0,,
2020051010,669,11,126,541,5,2,123889,5726,118163,2020051000,10874,34,1008,9610,256,653012,10128,642884,8761,33241,1061,16133,0,,
2020050910,658,10,120,536,16,2,123201,5468,117733,2020050900,10840,18,1016,9568,256,649190,9153,640037,8657,32467,607,16118,0,,
2020050810,648,11,126,520,12,2,124842,8002,116840,2020050800,10822,12,1082,9484,256,644041,8867,635174,8855,31745,634,16086,0,,
2020050710,637,0,127,508,14,2,120284,5295,114989,2020050700,10810,4,1135,9419,256,638578,8429,630149,8866,31105,659,16032,0,,
2020050610,637,0,141,494,5,2,119423,5338,114085,2020050600,10806,2,1218,9333,255,632289,8009,624280,8877,30575,654,15988,0,,
2020050510,637,0,146,489,8,2,118241,5204,113037,2020050500,10804,3,1267,9283,254,629433,8858,620575,9104,30180,662,15961,0,,
2020050410,637,0,154,481,8,2,117774,5326,112448,2020050400,10801,8,1332,9217,252,623120,8176,614944,9324,29476,895,15717,0,,
2020050310,637,2,162,473,10,2,117436,5323,112113,2020050300,10793,13,1360,9183,250,620180,8588,611592,9409,28407,948,15661,0,,
2020050210,635,1,170,463,8,2,116857,5357,111500,2020050200,10780,6,1407,9123,250,616782,8496,608286,9580,27337,952,15645,0,,
2020050110,634,1,177,455,2,2,116120,5442,110678,2020050100,10774,9,1454,9072,248,612295,8685,603610,10021,26590,1026,15537,0,,
2020043010,633,0,178,453,16,2,114805,5474,109331,2020043000,10765,4,1459,9059,247,609116,8634,600482,10492,25829,1104,15412,0,,
2020042910,633,0,194,437,10,2,116149,8081,108068,2020042900,10761,9,1593,8922,246,603436,8307,595129,10562,25112,1094,15384,0,,
2020042810,633,4,204,427,34,2,111888,5589,106299,2020042800,10752,14,1654,8854,244,597762,9203,588559,11041,24120,1204,15224,0,,
2020042710,629,0,234,393,5,2,111108,5589,105519,2020042700,10738,10,1731,8764,243,590922,8895,582027,12327,22491,1236,15144,0,,
2020042610,629,0,239,388,5,2,110737,5538,105199,2020042600,10728,10,1769,8717,242,587557,8999,578558,13016,21337,1296,15082,0,,
2020042510,629,1,244,383,21,2,109708,5340,104368,2020042500,10718,10,1843,8635,240,584443,9259,575184,14553,18993,1255,14964,0,,
2020042410,628,0,264,362,20,2,108856,5363,103493,2020042400,10708,6,1967,8501,240,578812,9600,569212,15321,17878,1393,14790,0,,
2020042310,628,0,284,342,20,2,110134,7860,102274,2020042300,10702,8,2051,8411,240,573269,10139,563130,15834,16730,1459,14640,0,,
2020042210,628,2,304,322,7,2,105582,5289,100293,2020042200,10694,11,2179,8277,238,567265,12121,555144,16298,15744,1443,14555,0,,
2020042110,626,0,309,315,0,2,107115,7768,99347,2020042100,10683,0,2233,8213,237,560331,12721,547610,17243,14406,1706,14168,0,,
2020042010,624,0,318,304,0,2,102531,5259,97272,2020042000,10674,0,2324,8114,236,552361,11981,540380,18002,12813,1984,13849,0,,
2020041910,624,0,334,288,0,2,101675,5271,96404,2020041900,10661,0,2385,8042,234,548448,12243,536205,18620,11487,2020,13625,0,,
2020041810,623,0,347,274,0,2,100643,5211,95432,2020041800,10653,0,2484,7937,232,544181,13550,530631,19285,10214,2352,13322,0,,
2020041710,621,0,351,268,0,2,98561,5368,93193,2020041700,10635,0,2576,7829,230,535828,14186,521642,18696,8481,2533,13009,0,,
2020041610,619,0,367,250,0,2,96988,5318,91670,2020041600,10613,0,2627,7757,229,528162,14268,513894,17029,6745,2943,12367,0,,
2020041510,619,0,378,239,0,2,96012,5348,90664,2020041500,10591,0,2750,7616,225,523961,15026,508935,23069,5866,3072,12202,0,,
2020041410,613,0,383,228,0,2,94036,5407,88629,2020041400,10564,0,2808,7534,222,516874,14651,502223,21934,4850,3546,11400,0,,
2020041310,610,0,394,214,0,2,92481,5283,87198,2020041300,10537,0,2873,7447,217,508206,13391,494815,17085,3922,3600,10998,0,,
2020041210,602,0,398,202,0,2,92016,5178,86838,2020041200,10512,0,2930,7368,214,504109,13788,490321,16703,2885,4130,10413,0,,
2020041110,600,0,403,195,0,2,90896,5018,85878,2020041100,10480,0,3026,7243,211,499999,14070,485929,0,0,0,0,0,,
2020041010,597,0,410,185,0,2,89244,5044,84200,2020041000,10450,0,3125,7117,208,492601,15298,477303,0,0,0,0,0,,
2020040910,592,0,416,174,0,2,87743,4908,82835,2020040900,10423,0,3246,6973,204,484288,15509,468779,0,0,0,0,0,,
2020040810,581,0,410,169,0,2,83952,5011,80941,2020040800,10384,0,3408,6776,200,457619,17858,457761,0,0,0,0,0,,
2020040710,571,0,407,164,0,0,83621,4680,78941,2020040700,10331,0,3445,6694,192,466973,20650,446323,0,0,0,0,0,,
2020040610,563,0,412,151,0,0,82514,4758,77756,2020040600,10284,0,3500,6598,186,456520,19295,437225,0,0,0,0,0,,
2020040510,558,0,413,145,0,0,84394,6981,77413,2020040500,10237,0,3591,6463,183,450996,19571,431425,0,0,0,0,0,,
2020040410,533,0,389,144,0,0,83784,7234,76550,2020040400,10156,0,3654,6325,177,444876,20144,424732,0,0,0,0,0,,
2020040310,513,0,382,131,0,0,77907,4924,72983,2020040300,10062,0,3867,6021,174,433211,18908,414303,0,0,0,0,0,,
2020040210,494,0,367,127,0,0,75585,4747,70838,2020040200,9976,0,3979,5828,169,421767,17885,403882,0,0,0,0,0,,
2020040110,478,0,361,117,0,0,73638,4682,68956,2020040100,9887,0,4155,5567,165,411660,16585,395075,0,0,0,0,0,,
2020033110,454,0,347,107,0,0,71195,4600,66595,2020033100,9786,0,4216,5408,162,400778,16892,383886,0,0,0,0,0,,
2020033010,434,0,342,92,0,0,69343,4429,64914,2020033000,9661,0,4215,5288,158,378447,13531,372002,0,0,0,0,0,,
2020032910,413,0,320,93,0,0,68340,4312,64028,2020032900,9583,0,4398,5033,152,384558,15028,369530,0,0,0,0,0,,
2020032810,391,0,298,93,0,0,67478,4232,63246,2020032800,9478,0,4523,4811,144,378447,16564,361883,0,0,0,0,0,,
2020032700,376,0,288,88,0,0,65952,4131,61821,2020032700,9332,0,4665,4528,139,367629,15219,352410,0,0,0,0,0,,
2020032600,361,0,280,81,0,0,63842,4081,59761,2020032600,9241,0,4966,4144,131,355701,14369,341332,0,0,0,0,0,,
2020032500,347,0,275,72,0,0,61924,4050,57874,2020032500,9137,0,5281,3730,126,348759,14278,334481,0,0,0,0,0,,
2020032400,334,0,262,72,0,0,59913,4260,55887,2020032400,9037,0,5410,3507,120,339545,15440,324105,0,0,0,0,0,,
2020032300,330,0,266,64,0,0,58180,4110,54076,2020032300,8961,0,5684,3166,111,329075,13628,315447,0,0,0,0,0,,
2020032200,324,0,260,64,0,0,57273,4164,53109,2020032200,8897,0,5884,2909,104,322883,14540,308343,0,0,0,0,0,,
2020032100,314,0,250,64,0,0,56445,4174,52271,2020032100,8799,0,6085,2612,102,318710,15704,303006,0,0,0,0,0,,
2020032000,299,0,235,64,0,0,50371,4067,50371,2020032000,8652,0,6325,2233,94,308012,15525,292487,0,0,0,0,0,,
2020031900,282,0,224,58,0,0,52259,4415,47844,2020031900,8565,0,6527,1947,91,298459,15904,282555,0,0,0,0,0,,
2020031800,270,0,215,55,0,0,49738,4595,45143,2020031800,8413,0,6789,1540,84,287234,16346,270888,0,0,0,0,0,,
2020031710,267,0,212,55,0,0,47856,4534,43322,2020031700,8320,0,6838,1401,81,278396,17291,261105,0,0,0,0,0,,
2020031610,254,0,202,52,0,0,46915,6133,40782,2020031600,8236,0,7024,1137,75,266268,14971,251297,0,0,0,0,0,,
2020031510,248,0,201,47,0,0,43516,4154,39362,2020031500,8162,0,7253,834,75,260020,16272,243778,0,0,0,0,0,,
2020031410,240,0,196,44,0,0,42233,4136,38097,2020031400,8086,0,7300,714,72,253249,17634,235615,0,0,0,0,0,,
2020031310,231,0,191,40,0,0,40287,3910,36377,2020031300,7979,0,7402,510,67,240668,17940,222728,0,0,0,0,0,,
2020031210,219,0,181,38,0,0,35278,3759,31519,2020031200,7869,0,7470,333,66,227129,17727,209402,0,0,0,0,0,,
2020031110,205,0,168,37,0,0,35278,3759,31519,2020031100,7755,0,7407,288,60,214640,18540,196100,0,0,0,0,0,,
2020031010,156,0,126,30,0,0,33532,3634,29898,2020031000,7513,0,7212,247,54,202631,18452,184179,0,0,0,0,0,,
2020030910,130,0,101,29,0,0,30892,3378,27514,2020030900,7382,0,7165,166,51,189236,17458,171778,0,0,0,0,0,,
2020030810,120,0,92,28,0,0,29808,3381,26427,2020030800,7134,0,6954,130,50,181384,19376,162008,0,0,0,0,0,,
2020030710,114,0,88,26,0,0,28344,3719,24625,2020030700,6767,0,6605,118,44,171422,19620,151802,0,0,0,0,0,,
2020030610,106,0,80,26,0,0,26800,4136,22664,2020030600,6284,0,6134,108,42,158456,21832,136624,0,0,0,0,0,,
2020030510,105,0,79,26,0,0,24708,4414,20294,2020030500,5766,0,5643,88,35,140775,21810,118965,0,0,0,0,0,,
2020030410,99,0,73,26,0,0,21522,4308,17214,2020030400,5328,0,5255,41,32,131379,28414,102965,0,0,0,0,0,,
2020030310,98,0,82,16,0,0,18791,5491,13300,2020030300,4812,0,4750,34,28,121039,35555,85484,0,0,0,0,0,,
2020030210,92,0,92,0,0,0,14189,4104,10085,2020030210,4212,0,4159,31,22,105379,33799,71580,0,0,0,0,0,,
2020030110,86,0,86,0,0,0,13194,3932,9262,2020030116,3736,0,3688,30,18,95185,33360,61825,0,0,0,0,0,,
2020022910,77,0,77,0,0,0,12265,3672,8593,2020022916,3150,0,3105,28,17,90905,35182,55723,0,0,0,0,0,,
2020022810,65,0,65,0,0,0,10563,2810,7753,2020022816,2337,0,2297,27,13,78830,30237,48593,0,0,0,0,0,,
2020022710,59,0,59,0,0,0,8238,2279,5959,20022716,1766,0,1727,26,13,64886,25568,39318,0,0,0,0,0,,
2020022616,49,0,49,0,0,0,8238,2279,5959,20022616,1261,0,1225,24,12,52292,20716,31576,0,0,0,0,0,,
2020022518,44,0,44,0,0,0,6878,1463,5415,20022518,1146,0,1113,22,11,44981,16734,28247,0,0,0,0,0,,
2020022316,25,0,25,0,0,0,5197,949,4248,20022316,602,0,579,18,5,25577,8057,17520,0,0,0,0,0,,
2020022218,24,0,24,0,0,0,4656,767,3889,20022218,433,0,413,18,2,21153,6037,15116,0,0,0,0,0,,
2020022116,18,0,18,0,0,0,1125,54,1071,20022116,204,0,186,17,1,16196,3180,13016,0,0,0,0,0,,
2020022018,15,0,15,0,0,0,1125,54,1071,20022018,104,0,87,16,1,13098,1860,11238,0,0,0,0,0,,
2020021918,13,0,13,0,0,0,1071,71,1000,20021918,82,0,66,16,0,12079,1633,10446,0,0,0,0,,,
2020021818,12,0,12,0,0,0,1000,53,947,20021818,31,0,19,12,0,9741,818,8923,0,0,0,0,,,
2020021718,12,0,12,0,0,0,947,71,876,20021718,30,0,20,10,0,8688,708,7980,0,0,0,0,,,
2020021618,11,0,11,0,0,0,876,13,863,20021618,29,0,20,9,0,8132,485,7647,0,0,0,0,0,,
2020021518,10,0,10,0,0,0,864,24,840,20021518,28,0,19,9,0,7491,638,6853,0,0,0,0,,,
2020021418,10,0,10,0,0,0,840,38,802,20021418,28,0,21,7,0,7214,535,6679,0,0,0,0,,,
2020021318,10,0,10,0,0,0,802,61,741,20021318,28,0,21,7,0,6483,562,5921,0,0,0,0,,,
2020021218,10,0,10,0,0,0,741,77,664,20021218,28,0,21,7,0,5596,785,4811,0,0,0,0,,,
2020021118,10,0,10,0,0,0,664,97,567,20021118,28,0,24,4,0,3601,865,2736,0,0,0,0,,,
2020021018,10,0,10,0,0,0,567,108,459,20021018,27,0,24,3,0,3083,531,2552,0,0,0,0,,,
2020020918,10,0,10,0,0,0,459,45,414,20020918,27,0,24,3,0,2571,888,1683,0,0,0,0,,,
2020020818,10,0,10,0,0,0,414,92,322,20020818,24,0,22,2,0,1677,620,1057,0,0,0,0,,,
2020020718,10,0,10,0,0,0,322,115,207,20020718,24,0,22,2,0,1106,264,842,0,0,0,0,,,
2020020609,11,0,11,0,0,0,192,28,164,20020609,24,0,23,1,0,591,169,693,0,0,0,0,0,,
2020020515,8,0,8,0,0,0,0,16,148,20020515,18,0,18,0,0,200,174,522,0,0,0,0,0,,
