,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00_06_매출_비율,시간대_06_11_매출_비율,시간대_11_14_매출_비율,시간대_14_17_매출_비율,시간대_17_21_매출_비율,시간대_21_24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수_06_매출_건수,시간대_건수_11_매출_건수,시간대_건수_14_매출_건수,시간대_건수_17_매출_건수,시간대_건수_21_매출_건수,시간대_건수_24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수,거리두기_단계
20,2019-1,1,D,발달상권,0,용산전자상가(용산역),31,노래방,108966020.0,458,77,23,9,19,26,11,13,19,4,65,0,0,0,1,35,95,5,0,8,27,35,28,3,84138219.0,24827801.0,9411911.0,20748401.0,28462184.0,11683526.0,13832197.0,20993299.0,3834502.0,70319584,0.0,0.0,0.0,602100.0,38044336,59331989.0,2910021.0,0,5036143.0,16827741.0,21447798.0,17190365.0,1739960.0,366,92,40,54,103,88,81,73,19,240,0,0,0,19,199,298,48,0,41,96,103,91,15,11,0
21,2019-1,1,D,발달상권,0,용산전자상가(용산역),32,슈퍼마켓,2084243341.0,129280,72,28,15,12,13,14,18,14,14,0,14,28,33,25,0,57,43,1,7,17,19,25,32,1499693891.0,584549450.0,316385562.0,248775374.0,264379436.0,287963297.0,382190222.0,293468255.0,291081195.0,0,298388271.0,579838971.0,689958188.0,511981804.0,4076107,1005835485.0,745034281.0,8380471,121591369.0,293629752.0,328780677.0,438000986.0,560486513.0,113942,15338,21766,21514,21791,24260,24611,9701,5637,0,22203,42411,34062,30137,467,82831,36440,2561,25424,38248,20851,19334,12853,49,0
22,2019-1,1,D,발달상권,0,용산전자상가(용산역),33,편의점,3213628938.0,536476,85,16,16,16,17,19,17,9,7,7,22,23,17,21,10,81,19,1,22,36,28,10,4,2715127185.0,498501753.0,499477678.0,513203554.0,543265854.0,602930789.0,556249310.0,285692575.0,212809178.0,207922827,717073432.0,750439868.0,530769068.0,679618850.0,327804893,2420772753.0,561421285.0,26502654,641948330.0,1066176811.0,829281153.0,301084686.0,117200397.0,461023,75453,85162,88039,93134,101530,93158,42363,33090,28384,135748,131608,92001,104523,44212,413220,103965,7978,137557,184791,125241,43747,17872,37,0
23,2019-1,1,D,발달상권,0,용산전자상가(용산역),34,컴퓨터및주변장치판매,630000000000.0,1603293,72,28,13,10,13,19,16,17,11,0,7,28,44,22,0,67,33,0,12,18,35,27,8,455000000000.0,176000000000.0,83790879974.0,65467263194.0,83610238603.0,119000000000.0,102000000000.0,107000000000.0,69229781660.0,0,40807395084.0,177000000000.0,275000000000.0,138000000000.0,584457710,319000000000.0,160000000000.0,1286025408,56745722883.0,85052674533.0,170000000000.0,130000000000.0,36409091369.0,1178429,424864,231172,194496,217564,259744,275453,275541,149323,0,103874,468093,654038,372813,4475,970780,336994,19456,230376,270072,371511,295289,121062,486,0
24,2019-1,1,D,발달상권,0,용산전자상가(용산역),35,핸드폰,2069110763.0,23378,79,21,13,15,21,16,14,15,7,0,5,27,44,24,0,63,37,0,8,15,38,22,17,1627515254.0,441595509.0,274297465.0,301829481.0,424167065.0,328635222.0,298586021.0,302135433.0,139460076.0,0,110467917.0,565680292.0,904069280.0,488893274.0,0,938117708.0,561543276.0,727491,111808967.0,231481268.0,573744579.0,323875875.0,258022804.0,16018,7360,2303,3007,3142,3431,4135,4267,3093,0,1620,6402,8375,6981,0,12233,5544,121,1551,3342,5471,4877,2413,56,0
25,2019-1,1,D,발달상권,0,용산전자상가(용산역),36,육류판매,52241611.0,1475,63,37,2,8,27,14,12,25,12,0,1,34,29,36,0,33,67,0,7,9,0,50,34,33005406.0,19236205.0,1132480.0,3985611.0,14243726.0,7247471.0,6396118.0,13157101.0,6079104.0,0,458575.0,17637176.0,15206731.0,18939129.0,0,17019097.0,35222514.0,0,3676572.0,4597708.0,179442.0,26146725.0,17641164.0,996,479,60,219,259,219,239,239,240,0,20,260,519,676,0,617,858,0,260,220,20,635,340,3,0
26,2019-1,1,D,발달상권,0,용산전자상가(용산역),39,일반의류,10974608.0,314,52,48,0,38,0,14,0,48,0,0,0,0,0,100,0,14,86,0,67,33,0,0,0,5748604.0,5226004.0,0.0,4180803.0,0.0,1567801.0,0.0,5226004.0,0.0,0,0.0,0.0,0.0,10974608.0,0,1562575.0,9412033.0,0,7316405.0,3658203.0,0.0,0.0,0.0,157,157,0,52,0,105,0,157,0,0,0,0,0,314,0,52,262,0,262,52,0,0,0,3,0
27,2019-1,1,D,발달상권,0,용산전자상가(용산역),42,안경,168878.0,34,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,168878.0,0.0,168878.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,168878.0,0.0,0,168878.0,0.0,0,0.0,168878.0,0.0,0.0,0.0,34,0,34,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,34,0,0,0,1,0
28,2019-1,1,D,발달상권,0,용산전자상가(용산역),44,의약품,1904780985.0,71339,86,14,11,17,14,29,15,13,1,0,9,40,32,20,0,58,42,0,4,9,30,18,39,1631075713.0,273705272.0,214168833.0,313455811.0,267462669.0,554592600.0,281395800.0,248631029.0,25074243.0,0,164221167.0,751844564.0,613963319.0,374595239.0,156696,1098233354.0,791372508.0,1709794,66652932.0,174787607.0,562184377.0,344167392.0,740103758.0,60275,11064,11721,12163,10769,12958,12664,9668,1396,0,8243,20433,24114,18523,26,36561,34194,444,4466,9880,11916,14618,29431,12,0
29,2019-1,1,D,발달상권,0,용산전자상가(용산역),46,서적,589789167.0,363,100,0,19,16,27,34,4,0,0,0,3,39,52,6,0,78,22,0,0,95,0,5,0,589789167.0,0.0,112201939.0,92063810.0,158711828.0,200980693.0,25830897.0,0.0,0.0,0,19556028.0,226811590.0,307167658.0,36253891.0,0,111027540.0,31495567.0,0,0.0,135952089.0,0.0,6571018.0,0.0,363,0,46,158,45,68,46,0,0,0,23,113,182,45,0,136,114,0,0,226,0,23,0,6,0
